
id,text
69032,"После обновления все стало работать хуже, чем было"
47734,"Интерфейс перегружен, сложно найти нужные функции"
28276,"Все работает как часы, ни одного сбоя за месяц"
25459,"Поставил и пользуюсь время от времени, без восторга"
51236,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
99170,"Постоянные ошибки при авторизации, невозможно зайти"
39453,"Нравится новый дизайн, стало гораздо удобнее"
96515,"Подойдет для базовых задач, не более"
95957,"Классный сервис, экономит много времени"
58725,"Постоянные ошибки при авторизации, невозможно зайти"
56660,"После обновления все стало работать хуже, чем было"
14547,"Поддержка ответила быстро, проблему решили"
93580,"Функционал стандартный, но пользоваться можно"
90470,"После обновления все стало работать хуже, чем было"
32337,"Нейтрально, просто еще одно приложение на телефоне"
87507,"Непрозрачные комиссии, деньги списываются непонятно за что"
47306,"Все функции работают как заявлено, доволен"
64256,"Поддержка ответила быстро, проблему решили"
13821,"Ужасно медленное приложение, постоянно глючит"
71175,"Нейтрально, просто еще одно приложение на телефоне"
52598,"Постоянные ошибки при авторизации, невозможно зайти"
47279,"Плохо, часто вылетает при запуске"
73690,"Выполняет свою работу, но без изюминки"
16177,"Удобные уведомления, ничего не пропускаю"
74976,"Работает как надо, без сюрпризов"
37011,Интеграция с другими сервисами просто шикарная
55270,"Неудобно, много лишних шагов при оплате"
31682,"Выполняет свою работу, но без изюминки"
25936,"Поддержка ответила быстро, проблему решили"
30579,"После обновления все стало работать хуже, чем было"
51105,"Интерфейс перегружен, сложно найти нужные функции"
39615,"В целом нормально, но есть мелкие баги"
82255,"Подойдет для базовых задач, не более"
16902,"Плохо, часто вылетает при запуске"
43310,"Обычное приложение, ни лучше, ни хуже конкурентов"
38534,"Приложение глючит и вылетает, пользоваться невозможно"
17702,"Шикарно, лучшая реализация из всех, что пробовал"
52012,"Разочарование, ожидал гораздо большего"
81911,"Шикарно, лучшая реализация из всех, что пробовал"
71014,"Сервис подвел в важный момент, больше доверять не буду"
39373,"Приложение глючит и вылетает, пользоваться невозможно"
79942,"Интерфейс понятный, но хотелось бы больше настроек"
75203,"Неудобно, много лишних шагов при оплате"
49564,"Выполняет свою работу, но без изюминки"
51218,"Супер опыт, рекомендую друзьям и коллегам"
74485,"Ничего особенного, обычный сервис без эмоций"
78946,"Отличное приложение, работает супер быстро"
22194,"Нравится новый дизайн, стало гораздо удобнее"
40616,"Интерфейс перегружен, сложно найти нужные функции"
12817,Интеграция с другими сервисами просто шикарная
24996,"После обновления все стало работать хуже, чем было"
32807,Поддержка игнорирует обращения неделями
96505,"Шикарно, лучшая реализация из всех, что пробовал"
91039,"Поддержка ответила быстро, проблему решили"
64357,"Совершенно разочарован, поддержка не отвечает"
74951,"Разочарование, ожидал гораздо большего"
58495,"В целом нормально, но есть мелкие баги"
68923,Не заметил особых преимуществ по сравнению с аналогами
46634,"Поддержка ответила быстро, проблему решили"
58377,"Ужасно медленное приложение, постоянно глючит"
26291,"Шикарно, лучшая реализация из всех, что пробовал"
99442,"Очень плохо, деньги списали дважды"
74654,"Отличное приложение, работает супер быстро"
13897,"Поддержка ответила быстро, проблему решили"
65958,"Иногда подлагивает, но не критично"
74715,"Постоянные ошибки при авторизации, невозможно зайти"
34290,"Иногда подлагивает, но не критично"
95093,"Отличный пример того, каким должен быть современный сервис"
36121,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
60484,Не заметил особых преимуществ по сравнению с аналогами
65385,"Подойдет для базовых задач, не более"
91659,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
83805,"Поставил и пользуюсь время от времени, без восторга"
47476,"Постоянные ошибки при авторизации, невозможно зайти"
81234,"После обновления все стало работать хуже, чем было"
90959,"Поставил и пользуюсь время от времени, без восторга"
35861,"Очень плохо, деньги списали дважды"
24305,"Сервис понравился, очень удобный интерфейс"
50650,"В целом неплохо, но есть куда развиваться"
52545,"Приложение приятно удивило, все сделано продуманно"
47274,"Отвратительно, вообще ничего не работает"
12192,"Приложение приятно удивило, все сделано продуманно"
48400,Функций достаточно для повседневного использования
21242,"Все функции работают как заявлено, доволен"
57677,"Постоянные ошибки при авторизации, невозможно зайти"
66164,"Функционал стандартный, но пользоваться можно"
16903,"Совершенно разочарован, поддержка не отвечает"
11434,Не заметил особых преимуществ по сравнению с аналогами
18026,"Удобные уведомления, ничего не пропускаю"
38064,"В целом нормально, но есть мелкие баги"
33640,"В целом нормально, но есть мелкие баги"
75579,Интеграция с другими сервисами просто шикарная
83829,"Интерфейс понятный, но хотелось бы больше настроек"
69173,"Непрозрачные комиссии, деньги списываются непонятно за что"
71924,"Поставил и пользуюсь время от времени, без восторга"
20866,"Приложение приятно удивило, все сделано продуманно"
24204,"Слишком дорого, не стоит своих денег"
84159,"Нравится новый дизайн, стало гораздо удобнее"
82733,"Обычное приложение, ни лучше, ни хуже конкурентов"
61462,"Отличное приложение, работает супер быстро"
51671,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
41718,"Постоянные ошибки при авторизации, невозможно зайти"
34224,Поддержка игнорирует обращения неделями
34840,"Шикарно, лучшая реализация из всех, что пробовал"
52990,"Шикарно, лучшая реализация из всех, что пробовал"
30628,"Разочарование, ожидал гораздо большего"
99399,"Функционал стандартный, но пользоваться можно"
93035,"Приложение глючит и вылетает, пользоваться невозможно"
55031,"Работает как надо, без сюрпризов"
10679,"В целом неплохо, но есть куда развиваться"
82354,"Приложение глючит и вылетает, пользоваться невозможно"
24789,"Интерфейс понятный, но хотелось бы больше настроек"
51037,"Все работает как часы, ни одного сбоя за месяц"
45354,"Сервис подвел в важный момент, больше доверять не буду"
12697,"Выполняет свою работу, но без изюминки"
71740,"Поставил и пользуюсь время от времени, без восторга"
13486,"Непрозрачные комиссии, деньги списываются непонятно за что"
43081,"Супер опыт, рекомендую друзьям и коллегам"
18233,"Иногда подлагивает, но не критично"
15956,"Удобные уведомления, ничего не пропускаю"
74748,"Сервис подвел в важный момент, больше доверять не буду"
40923,"Поддержка ответила быстро, проблему решили"
87948,"Все работает как часы, ни одного сбоя за месяц"
15457,"Обычное приложение, ни лучше, ни хуже конкурентов"
98777,"Сервис подвел в важный момент, больше доверять не буду"
97376,"Очень удобная навигация, все интуитивно понятно"
70333,Поддержка игнорирует обращения неделями
19364,"Супер опыт, рекомендую друзьям и коллегам"
91288,"Нейтрально, просто еще одно приложение на телефоне"
31372,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
43335,"Все работает как часы, ни одного сбоя за месяц"
38890,"В целом нормально, но есть мелкие баги"
84135,"После обновления все стало работать хуже, чем было"
88249,"Сервис подвел в важный момент, больше доверять не буду"
52556,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
25712,Интеграция с другими сервисами просто шикарная
24104,Не заметил особых преимуществ по сравнению с аналогами
22743,"Отвратительно, вообще ничего не работает"
95543,"Разочарование, ожидал гораздо большего"
33532,"Поддержка ответила быстро, проблему решили"
85452,"Нейтрально, просто еще одно приложение на телефоне"
31262,"Приложение глючит и вылетает, пользоваться невозможно"
27439,"Ничего особенного, обычный сервис без эмоций"
49957,Функций достаточно для повседневного использования
65816,"Сервис подвел в важный момент, больше доверять не буду"
32140,"Иногда подлагивает, но не критично"
17455,"После обновления все стало работать хуже, чем было"
98673,"Иногда подлагивает, но не критично"
94918,Поддержка игнорирует обращения неделями
45848,"Поставил и пользуюсь время от времени, без восторга"
80494,"Работает как надо, без сюрпризов"
45792,"Поддержка ответила быстро, проблему решили"
86600,"Отвратительно, вообще ничего не работает"
79764,"Обычное приложение, ни лучше, ни хуже конкурентов"
31081,"Шикарно, лучшая реализация из всех, что пробовал"
21123,Не заметил особых преимуществ по сравнению с аналогами
62218,"Супер опыт, рекомендую друзьям и коллегам"
42811,"Интерфейс перегружен, сложно найти нужные функции"
91844,"Все функции работают как заявлено, доволен"
76827,Функций достаточно для повседневного использования
75312,"Разочарование, ожидал гораздо большего"
84978,"Постоянные ошибки при авторизации, невозможно зайти"
31127,"Выполняет свою работу, но без изюминки"
77405,"Ничего особенного, обычный сервис без эмоций"
80754,"Шикарно, лучшая реализация из всех, что пробовал"
65878,"Подойдет для базовых задач, не более"
42342,"Приложение приятно удивило, все сделано продуманно"
27117,"Выполняет свою работу, но без изюминки"
50594,"Приложение глючит и вылетает, пользоваться невозможно"
82854,"Отличное приложение, работает супер быстро"
34200,"Обычное приложение, ни лучше, ни хуже конкурентов"
41443,"Иногда подлагивает, но не критично"
51698,"Очень плохо, деньги списали дважды"
46784,"Отвратительно, вообще ничего не работает"
98391,"Отличный пример того, каким должен быть современный сервис"
33446,"Функционал стандартный, но пользоваться можно"
82549,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
33827,"После обновления все стало работать хуже, чем было"
49588,"Нейтрально, просто еще одно приложение на телефоне"
31076,"Супер опыт, рекомендую друзьям и коллегам"
13790,"Классный сервис, экономит много времени"
42283,"Неудобно, много лишних шагов при оплате"
23940,"В целом нормально, но есть мелкие баги"
67536,Интеграция с другими сервисами просто шикарная
16462,"Удобные уведомления, ничего не пропускаю"
67479,Функций достаточно для повседневного использования
95999,"Поставил и пользуюсь время от времени, без восторга"
66442,"Супер опыт, рекомендую друзьям и коллегам"
33482,"Поставил и пользуюсь время от времени, без восторга"
94742,"Очень плохо, деньги списали дважды"
23451,"Ничего особенного, обычный сервис без эмоций"
27703,"Очень плохо, деньги списали дважды"
75640,"Отличный пример того, каким должен быть современный сервис"
47843,"Постоянные ошибки при авторизации, невозможно зайти"
97455,"Ничего особенного, обычный сервис без эмоций"
29734,"Приложение приятно удивило, все сделано продуманно"
60325,"Обычное приложение, ни лучше, ни хуже конкурентов"
62830,Не заметил особых преимуществ по сравнению с аналогами
51829,"Разочарование, ожидал гораздо большего"
16221,"После обновления все стало работать хуже, чем было"
33473,"Иногда подлагивает, но не критично"
43316,"Нравится новый дизайн, стало гораздо удобнее"
66223,"Ничего особенного, обычный сервис без эмоций"
86884,"Интерфейс понятный, но хотелось бы больше настроек"
56283,"Отличное приложение, работает супер быстро"
80232,"Все работает как часы, ни одного сбоя за месяц"
49174,"Выполняет свою работу, но без изюминки"
28183,"Ужасно медленное приложение, постоянно глючит"
33802,"Неудобно, много лишних шагов при оплате"
88141,"Функционал стандартный, но пользоваться можно"
87581,"Иногда подлагивает, но не критично"
58494,"Совершенно разочарован, поддержка не отвечает"
20308,Функций достаточно для повседневного использования
10596,"Плохо, часто вылетает при запуске"
53739,"Сервис понравился, очень удобный интерфейс"
17817,"Приложение приятно удивило, все сделано продуманно"
13028,"После обновления все стало работать хуже, чем было"
16139,"Сервис понравился, очень удобный интерфейс"
82391,"Отвратительно, вообще ничего не работает"
16669,"Ничего особенного, обычный сервис без эмоций"
14892,"Все функции работают как заявлено, доволен"
53245,"Нравится новый дизайн, стало гораздо удобнее"
75052,"Постоянные ошибки при авторизации, невозможно зайти"
53755,"Ок, выполняет свои задачи, но без вау-эффекта"
30070,"Отличное приложение, работает супер быстро"
95536,Поддержка игнорирует обращения неделями
97727,"Непрозрачные комиссии, деньги списываются непонятно за что"
85796,"В целом нормально, но есть мелкие баги"
69410,"Все функции работают как заявлено, доволен"
20260,"Ужасно медленное приложение, постоянно глючит"
43824,Интеграция с другими сервисами просто шикарная
56158,"Постоянные ошибки при авторизации, невозможно зайти"
65141,"Выполняет свою работу, но без изюминки"
58933,"Классный сервис, экономит много времени"
94041,"Отвратительно, вообще ничего не работает"
96703,"Супер опыт, рекомендую друзьям и коллегам"
26115,"Все функции работают как заявлено, доволен"
67974,"Совершенно разочарован, поддержка не отвечает"
73777,"Все работает как часы, ни одного сбоя за месяц"
76299,"Классный сервис, экономит много времени"
48181,"Ничего особенного, обычный сервис без эмоций"
62256,"Интерфейс понятный, но хотелось бы больше настроек"
51044,"Шикарно, лучшая реализация из всех, что пробовал"
14686,"Разочарование, ожидал гораздо большего"
91351,"Ок, выполняет свои задачи, но без вау-эффекта"
16914,"Отличное приложение, работает супер быстро"
12708,"Выполняет свою работу, но без изюминки"
78051,"Подойдет для базовых задач, не более"
74427,"Супер опыт, рекомендую друзьям и коллегам"
79244,"Отличный пример того, каким должен быть современный сервис"
62822,"Неудобно, много лишних шагов при оплате"
84141,Функций достаточно для повседневного использования
68889,"Интерфейс понятный, но хотелось бы больше настроек"
32661,"Поддержка ответила быстро, проблему решили"
98730,"Интерфейс перегружен, сложно найти нужные функции"
27158,"В целом нормально, но есть мелкие баги"
48899,"Отвратительно, вообще ничего не работает"
79779,"Поставил и пользуюсь время от времени, без восторга"
37502,"Все работает как часы, ни одного сбоя за месяц"
79282,"Удобные уведомления, ничего не пропускаю"
54816,"Очень плохо, деньги списали дважды"
73809,"Плохо, часто вылетает при запуске"
45569,"Нейтрально, просто еще одно приложение на телефоне"
66752,"Очень плохо, деньги списали дважды"
79661,"Приложение приятно удивило, все сделано продуманно"
76406,"Функционал стандартный, но пользоваться можно"
81909,"Классный сервис, экономит много времени"
90244,"Иногда подлагивает, но не критично"
98798,Поддержка игнорирует обращения неделями
62718,"Функционал стандартный, но пользоваться можно"
48431,Не заметил особых преимуществ по сравнению с аналогами
26695,"Все работает как часы, ни одного сбоя за месяц"
32691,"Отвратительно, вообще ничего не работает"
54015,"Отвратительно, вообще ничего не работает"
26921,"Сервис понравился, очень удобный интерфейс"
12712,"Отличный пример того, каким должен быть современный сервис"
18279,"Непрозрачные комиссии, деньги списываются непонятно за что"
43447,Не заметил особых преимуществ по сравнению с аналогами
59103,"Классный сервис, экономит много времени"
86320,"Ок, выполняет свои задачи, но без вау-эффекта"
73060,"Сервис подвел в важный момент, больше доверять не буду"
51792,"Приложение приятно удивило, все сделано продуманно"
56505,"Функционал стандартный, но пользоваться можно"
45900,Функций достаточно для повседневного использования
76123,"Все функции работают как заявлено, доволен"
54359,"Слишком дорого, не стоит своих денег"
67244,"Слишком дорого, не стоит своих денег"
78264,"В целом неплохо, но есть куда развиваться"
62707,"В целом неплохо, но есть куда развиваться"
74723,"Сервис понравился, очень удобный интерфейс"
42603,"Супер опыт, рекомендую друзьям и коллегам"
59051,"В целом неплохо, но есть куда развиваться"
63550,"Супер опыт, рекомендую друзьям и коллегам"
49620,"Интерфейс перегружен, сложно найти нужные функции"
80438,"Работает как надо, без сюрпризов"
37134,"Плохо, часто вылетает при запуске"
59295,"Постоянные ошибки при авторизации, невозможно зайти"
26116,"Шикарно, лучшая реализация из всех, что пробовал"
72938,"Классный сервис, экономит много времени"
44113,"Слишком дорого, не стоит своих денег"
98487,"Сервис понравился, очень удобный интерфейс"
50025,"Плохо, часто вылетает при запуске"
19591,"Сервис понравился, очень удобный интерфейс"
62328,"Отличный пример того, каким должен быть современный сервис"
52891,"В целом нормально, но есть мелкие баги"
56483,"Очень удобная навигация, все интуитивно понятно"
20727,"Непрозрачные комиссии, деньги списываются непонятно за что"
57719,"Ок, выполняет свои задачи, но без вау-эффекта"
71935,"Подойдет для базовых задач, не более"
88316,"Шикарно, лучшая реализация из всех, что пробовал"
33084,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
55719,"Очень плохо, деньги списали дважды"
75562,Не заметил особых преимуществ по сравнению с аналогами
74531,Не заметил особых преимуществ по сравнению с аналогами
85588,"Ужасно медленное приложение, постоянно глючит"
90096,"В целом нормально, но есть мелкие баги"
58656,"После обновления все стало работать хуже, чем было"
71559,"Нравится новый дизайн, стало гораздо удобнее"
29040,"Подойдет для базовых задач, не более"
22508,"Интерфейс перегружен, сложно найти нужные функции"
73773,"Ужасно медленное приложение, постоянно глючит"
76063,"Классный сервис, экономит много времени"
78402,Поддержка игнорирует обращения неделями
61628,"В целом нормально, но есть мелкие баги"
29534,"Постоянные ошибки при авторизации, невозможно зайти"
50821,"Совершенно разочарован, поддержка не отвечает"
70740,"Все работает как часы, ни одного сбоя за месяц"
10673,"Поставил и пользуюсь время от времени, без восторга"
35941,"Сервис понравился, очень удобный интерфейс"
28778,"Приложение приятно удивило, все сделано продуманно"
46437,"Постоянные ошибки при авторизации, невозможно зайти"
15247,"Классный сервис, экономит много времени"
16168,"Сервис понравился, очень удобный интерфейс"
27593,Поддержка игнорирует обращения неделями
81084,"Отличный пример того, каким должен быть современный сервис"
95766,"Поставил и пользуюсь время от времени, без восторга"
45440,Не заметил особых преимуществ по сравнению с аналогами
77880,"Классный сервис, экономит много времени"
10350,"Постоянные ошибки при авторизации, невозможно зайти"
88817,"Классный сервис, экономит много времени"
51650,"Все функции работают как заявлено, доволен"
58014,"Поставил и пользуюсь время от времени, без восторга"
92693,"Интерфейс перегружен, сложно найти нужные функции"
11594,"В целом неплохо, но есть куда развиваться"
58406,Функций достаточно для повседневного использования
92721,"Очень удобная навигация, все интуитивно понятно"
36784,"Интерфейс перегружен, сложно найти нужные функции"
61848,"Нейтрально, просто еще одно приложение на телефоне"
97275,Интеграция с другими сервисами просто шикарная
17012,"Слишком дорого, не стоит своих денег"
85024,Поддержка игнорирует обращения неделями
73105,"Супер опыт, рекомендую друзьям и коллегам"
22550,"Удобные уведомления, ничего не пропускаю"
47035,"Очень плохо, деньги списали дважды"
87473,"Интерфейс понятный, но хотелось бы больше настроек"
42443,"Плохо, часто вылетает при запуске"
54026,"Подойдет для базовых задач, не более"
79653,"Отвратительно, вообще ничего не работает"
59556,"Совершенно разочарован, поддержка не отвечает"
54128,"Интерфейс понятный, но хотелось бы больше настроек"
59692,"Интерфейс понятный, но хотелось бы больше настроек"
34179,"Отличный пример того, каким должен быть современный сервис"
30441,"Все функции работают как заявлено, доволен"
11356,Функций достаточно для повседневного использования
24690,"Интерфейс понятный, но хотелось бы больше настроек"
29488,"Сервис подвел в важный момент, больше доверять не буду"
51920,"Очень удобная навигация, все интуитивно понятно"
74473,"Плохо, часто вылетает при запуске"
48146,"Удобные уведомления, ничего не пропускаю"
90924,"Плохо, часто вылетает при запуске"
59779,Функций достаточно для повседневного использования
28764,"После обновления все стало работать хуже, чем было"
92455,"Все работает как часы, ни одного сбоя за месяц"
60271,"Супер опыт, рекомендую друзьям и коллегам"
54860,"В целом неплохо, но есть куда развиваться"
86523,"Постоянные ошибки при авторизации, невозможно зайти"
15714,"Функционал стандартный, но пользоваться можно"
24544,"После обновления все стало работать хуже, чем было"
86176,"Ужасно медленное приложение, постоянно глючит"
50927,"Поддержка ответила быстро, проблему решили"
81281,"Поставил и пользуюсь время от времени, без восторга"
83477,"В целом нормально, но есть мелкие баги"
97246,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
95186,"В целом нормально, но есть мелкие баги"
80489,"В целом неплохо, но есть куда развиваться"
63852,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
93915,"Выполняет свою работу, но без изюминки"
24493,"Сервис понравился, очень удобный интерфейс"
84256,"Отличный пример того, каким должен быть современный сервис"
66654,"Совершенно разочарован, поддержка не отвечает"
16455,"Непрозрачные комиссии, деньги списываются непонятно за что"
12723,"Работает как надо, без сюрпризов"
29540,"Сервис понравился, очень удобный интерфейс"
16257,"Шикарно, лучшая реализация из всех, что пробовал"
62195,"Разочарование, ожидал гораздо большего"
78287,"Поставил и пользуюсь время от времени, без восторга"
48359,"Разочарование, ожидал гораздо большего"
55438,"Выполняет свою работу, но без изюминки"
15697,"Подойдет для базовых задач, не более"
45800,"Ужасно медленное приложение, постоянно глючит"
65952,"Постоянные ошибки при авторизации, невозможно зайти"
89463,"Поставил и пользуюсь время от времени, без восторга"
56111,"В целом неплохо, но есть куда развиваться"
10636,"Все работает как часы, ни одного сбоя за месяц"
36869,"Супер опыт, рекомендую друзьям и коллегам"
89607,"Интерфейс понятный, но хотелось бы больше настроек"
40713,"Работает как надо, без сюрпризов"
24999,"Неудобно, много лишних шагов при оплате"
12413,"Ничего особенного, обычный сервис без эмоций"
45817,"Шикарно, лучшая реализация из всех, что пробовал"
24558,"Ок, выполняет свои задачи, но без вау-эффекта"
64380,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
61697,"Супер опыт, рекомендую друзьям и коллегам"
22347,"Непрозрачные комиссии, деньги списываются непонятно за что"
59891,"Обычное приложение, ни лучше, ни хуже конкурентов"
82531,"Очень удобная навигация, все интуитивно понятно"
68030,"Удобные уведомления, ничего не пропускаю"
38222,"В целом неплохо, но есть куда развиваться"
19335,"Сервис понравился, очень удобный интерфейс"
68805,"Непрозрачные комиссии, деньги списываются непонятно за что"
72967,"Постоянные ошибки при авторизации, невозможно зайти"
20584,"В целом нормально, но есть мелкие баги"
23018,"Нейтрально, просто еще одно приложение на телефоне"
99559,"Отвратительно, вообще ничего не работает"
56054,"Интерфейс понятный, но хотелось бы больше настроек"
65838,"Очень удобная навигация, все интуитивно понятно"
98407,"Интерфейс понятный, но хотелось бы больше настроек"
99800,"Совершенно разочарован, поддержка не отвечает"
27727,Не заметил особых преимуществ по сравнению с аналогами
32684,"Интерфейс понятный, но хотелось бы больше настроек"
23273,"Разочарование, ожидал гораздо большего"
89808,Функций достаточно для повседневного использования
41177,"Все функции работают как заявлено, доволен"
81007,"Ужасно медленное приложение, постоянно глючит"
31159,"После обновления все стало работать хуже, чем было"
74213,Интеграция с другими сервисами просто шикарная
98570,"Ок, выполняет свои задачи, но без вау-эффекта"
78710,"Очень удобная навигация, все интуитивно понятно"
74306,"Ужасно медленное приложение, постоянно глючит"
15444,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
53523,"Шикарно, лучшая реализация из всех, что пробовал"
60192,"Интерфейс перегружен, сложно найти нужные функции"
91825,"Отличный пример того, каким должен быть современный сервис"
28232,"Очень удобная навигация, все интуитивно понятно"
57872,"В целом неплохо, но есть куда развиваться"
31468,"Все функции работают как заявлено, доволен"
59193,"Шикарно, лучшая реализация из всех, что пробовал"
58552,"Слишком дорого, не стоит своих денег"
83363,"Приложение глючит и вылетает, пользоваться невозможно"
24568,"Поддержка ответила быстро, проблему решили"
91347,"Сервис подвел в важный момент, больше доверять не буду"
34772,"Непрозрачные комиссии, деньги списываются непонятно за что"
73758,"Выполняет свою работу, но без изюминки"
97711,Интеграция с другими сервисами просто шикарная
93563,"Функционал стандартный, но пользоваться можно"
68509,"Приложение приятно удивило, все сделано продуманно"
66810,"Отличное приложение, работает супер быстро"
83811,"Совершенно разочарован, поддержка не отвечает"
95642,Функций достаточно для повседневного использования
76323,"Интерфейс перегружен, сложно найти нужные функции"
92988,"Классный сервис, экономит много времени"
59977,"Все работает как часы, ни одного сбоя за месяц"
20557,"В целом нормально, но есть мелкие баги"
27428,"В целом неплохо, но есть куда развиваться"
51092,"После обновления все стало работать хуже, чем было"
91396,"Поставил и пользуюсь время от времени, без восторга"
69710,"Обычное приложение, ни лучше, ни хуже конкурентов"
52398,"Отвратительно, вообще ничего не работает"
93529,"Интерфейс перегружен, сложно найти нужные функции"
51840,"Поставил и пользуюсь время от времени, без восторга"
31036,"Сервис понравился, очень удобный интерфейс"
11767,"Плохо, часто вылетает при запуске"
38803,"Совершенно разочарован, поддержка не отвечает"
44511,"Удобные уведомления, ничего не пропускаю"
43263,"После обновления все стало работать хуже, чем было"
83383,Интеграция с другими сервисами просто шикарная
36417,"Сервис понравился, очень удобный интерфейс"
89975,"Интерфейс перегружен, сложно найти нужные функции"
31888,"Сервис подвел в важный момент, больше доверять не буду"
26612,"Все работает как часы, ни одного сбоя за месяц"
82127,"Интерфейс понятный, но хотелось бы больше настроек"
73362,"После обновления все стало работать хуже, чем было"
71839,"Нравится новый дизайн, стало гораздо удобнее"
70404,"Ок, выполняет свои задачи, но без вау-эффекта"
70302,"Работает как надо, без сюрпризов"
13388,"Плохо, часто вылетает при запуске"
27295,"Удобные уведомления, ничего не пропускаю"
49352,"Иногда подлагивает, но не критично"
88918,"Шикарно, лучшая реализация из всех, что пробовал"
27652,"В целом нормально, но есть мелкие баги"
48803,"Отличный пример того, каким должен быть современный сервис"
78798,"Приложение приятно удивило, все сделано продуманно"
24437,"Ничего особенного, обычный сервис без эмоций"
98840,"Совершенно разочарован, поддержка не отвечает"
39827,"Удобные уведомления, ничего не пропускаю"
43448,Поддержка игнорирует обращения неделями
71845,"Плохо, часто вылетает при запуске"
87340,"Иногда подлагивает, но не критично"
41844,"Поставил и пользуюсь время от времени, без восторга"
95741,"Классный сервис, экономит много времени"
76495,"Ужасно медленное приложение, постоянно глючит"
81955,Не заметил особых преимуществ по сравнению с аналогами
94568,"Слишком дорого, не стоит своих денег"
78088,"Приложение приятно удивило, все сделано продуманно"
25071,"Нейтрально, просто еще одно приложение на телефоне"
28253,"Поддержка ответила быстро, проблему решили"
37535,"Неудобно, много лишних шагов при оплате"
64200,Не заметил особых преимуществ по сравнению с аналогами
75898,"Поддержка ответила быстро, проблему решили"
24086,"Совершенно разочарован, поддержка не отвечает"
29678,"Иногда подлагивает, но не критично"
99616,"Поддержка ответила быстро, проблему решили"
42484,"Разочарование, ожидал гораздо большего"
52086,"Все функции работают как заявлено, доволен"
80022,"Очень плохо, деньги списали дважды"
64804,"Все работает как часы, ни одного сбоя за месяц"
19874,"Слишком дорого, не стоит своих денег"
40334,"Шикарно, лучшая реализация из всех, что пробовал"
95777,"Приложение глючит и вылетает, пользоваться невозможно"
47469,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
96896,"Ничего особенного, обычный сервис без эмоций"
76983,"Все работает как часы, ни одного сбоя за месяц"
90115,Функций достаточно для повседневного использования
13172,Поддержка игнорирует обращения неделями
98380,"Очень удобная навигация, все интуитивно понятно"
70969,"Все функции работают как заявлено, доволен"
39259,Поддержка игнорирует обращения неделями
76825,"Неудобно, много лишних шагов при оплате"
13691,"Классный сервис, экономит много времени"
33124,"Работает как надо, без сюрпризов"
68142,"Непрозрачные комиссии, деньги списываются непонятно за что"
41752,"Работает как надо, без сюрпризов"
54535,"Отличное приложение, работает супер быстро"
38760,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
70290,"Нейтрально, просто еще одно приложение на телефоне"
61022,"Неудобно, много лишних шагов при оплате"
49731,"Выполняет свою работу, но без изюминки"
56072,"Классный сервис, экономит много времени"
90339,"Все функции работают как заявлено, доволен"
79549,"Ничего особенного, обычный сервис без эмоций"
49130,"Работает как надо, без сюрпризов"
19359,"Все работает как часы, ни одного сбоя за месяц"
42468,"Очень удобная навигация, все интуитивно понятно"
97715,"Функционал стандартный, но пользоваться можно"
47821,"Поддержка ответила быстро, проблему решили"
47269,"Неудобно, много лишних шагов при оплате"
97799,"Сервис подвел в важный момент, больше доверять не буду"
74909,"Поставил и пользуюсь время от времени, без восторга"
69218,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
75089,"Очень плохо, деньги списали дважды"
37487,"Удобные уведомления, ничего не пропускаю"
16357,"Супер опыт, рекомендую друзьям и коллегам"
45017,"Приложение глючит и вылетает, пользоваться невозможно"
42813,"Интерфейс понятный, но хотелось бы больше настроек"
37230,"Совершенно разочарован, поддержка не отвечает"
73252,"Ок, выполняет свои задачи, но без вау-эффекта"
62554,"Сервис понравился, очень удобный интерфейс"
98476,"Неудобно, много лишних шагов при оплате"
61396,"Отличное приложение, работает супер быстро"
50137,"Подойдет для базовых задач, не более"
88731,"Приложение приятно удивило, все сделано продуманно"
61811,"Очень рад, что нашёл это приложение, теперь пользуюсь каждый день"
98204,Поддержка игнорирует обращения неделями
49286,"Иногда подлагивает, но не критично"
28583,"Выполняет свою работу, но без изюминки"
13750,"Супер опыт, рекомендую друзьям и коллегам"
82174,"Ужасно медленное приложение, постоянно глючит"
89315,Функций достаточно для повседневного использования
86137,"Постоянные ошибки при авторизации, невозможно зайти"
93519,"Все функции работают как заявлено, доволен"
19314,"Подойдет для базовых задач, не более"
12658,"Шикарно, лучшая реализация из всех, что пробовал"
57696,"Классный сервис, экономит много времени"
74113,"Выполняет свою работу, но без изюминки"
24308,"Супер опыт, рекомендую друзьям и коллегам"
